name_canonical,mentor_id,aliases,councils,departments_canonical,departments_atomic,departments_raw,executive_report_to,lens_keys,notes,thinking_style,problem_solving,lenses_expanded,core_principle,workflow,beliefs_specialty,forecasting_and_mitigation,mistakes_and_lessons,motto,proven_methods,alignment_to_ai_bradaa_values,citations,is_new,active,ttl_months,last_reviewed_myt,source_count,reliability_weight_avg,needs_review,confidence_pct,reports_to_override,added_departments_suggested,is_executive,executive_role,is_cofounder,cofounder_primary,sort_order
Don Norman,donnorman,,,Customer & Design,Customer & Design,Customer & Design,EXEC-CCDPO,prfaq; customer_promise,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Don Norman (https://en.wikipedia.org/wiki/Don_Norman); YouTube interviews — Don Norman (https://www.youtube.com/results?search_query=Don+Norman+interview); Google Scholar — Don Norman (https://scholar.google.com/scholar?q=Don+Norman),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1027
Paula Scher,paulascher,,,Customer & Design,Customer & Design,Customer & Design,EXEC-CCDPO,prfaq; customer_promise,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Paula Scher (https://en.wikipedia.org/wiki/Paula_Scher); YouTube interviews — Paula Scher (https://www.youtube.com/results?search_query=Paula+Scher+interview); Google Scholar — Paula Scher (https://scholar.google.com/scholar?q=Paula+Scher),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1028
Chris Do,chrisdo,,,Customer & Design,Customer & Design,Customer & Design,EXEC-CCDPO,prfaq; customer_promise,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Chris Do (https://en.wikipedia.org/wiki/Chris_Do); YouTube interviews — Chris Do (https://www.youtube.com/results?search_query=Chris+Do+interview); Google Scholar — Chris Do (https://scholar.google.com/scholar?q=Chris+Do),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1029
Casey Neistat,caseyneistat,,,Growth,Growth,Growth,EXEC-CGO,growth_loop; retention,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Casey Neistat (https://en.wikipedia.org/wiki/Casey_Neistat); YouTube interviews — Casey Neistat (https://www.youtube.com/results?search_query=Casey+Neistat+interview); Google Scholar — Casey Neistat (https://scholar.google.com/scholar?q=Casey+Neistat),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1030
Ann Handley,annhandley,,,Customer & Design,Customer & Design,Customer & Design,EXEC-CCDPO,prfaq; customer_promise,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Ann Handley (https://en.wikipedia.org/wiki/Ann_Handley); YouTube interviews — Ann Handley (https://www.youtube.com/results?search_query=Ann+Handley+interview); Google Scholar — Ann Handley (https://scholar.google.com/scholar?q=Ann+Handley),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1031
Guido van Rossum,guidovanrossum,,,Platform,Platform,Platform,EXEC-CTO,slo; observability,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Guido van Rossum (https://en.wikipedia.org/wiki/Guido_van_Rossum); YouTube interviews — Guido van Rossum (https://www.youtube.com/results?search_query=Guido+van+Rossum+interview); Google Scholar — Guido van Rossum (https://scholar.google.com/scholar?q=Guido+van+Rossum),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1032
John Carmack,johncarmack,,,Platform,Platform,Platform,EXEC-CTO,slo; observability,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — John Carmack (https://en.wikipedia.org/wiki/John_Carmack); YouTube interviews — John Carmack (https://www.youtube.com/results?search_query=John+Carmack+interview); Google Scholar — John Carmack (https://scholar.google.com/scholar?q=John+Carmack),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1033
Nate Silver,natesilver,,,AI POD,AI POD,AI POD,EXEC-CAIO,eval; offline_online; rollback,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Nate Silver (https://en.wikipedia.org/wiki/Nate_Silver); YouTube interviews — Nate Silver (https://www.youtube.com/results?search_query=Nate+Silver+interview); Google Scholar — Nate Silver (https://scholar.google.com/scholar?q=Nate+Silver),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1034
Andrew Chen,andrewchen,,,Growth,Growth,Growth,EXEC-CGO,growth_loop; retention,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Andrew Chen (https://en.wikipedia.org/wiki/Andrew_Chen); YouTube interviews — Andrew Chen (https://www.youtube.com/results?search_query=Andrew+Chen+interview); Google Scholar — Andrew Chen (https://scholar.google.com/scholar?q=Andrew+Chen),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1035
Monica Rogati,monicarogati,,,AI POD,AI POD,AI POD,EXEC-CAIO,eval; offline_online; rollback,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Monica Rogati (https://en.wikipedia.org/wiki/Monica_Rogati); YouTube interviews — Monica Rogati (https://www.youtube.com/results?search_query=Monica+Rogati+interview); Google Scholar — Monica Rogati (https://scholar.google.com/scholar?q=Monica+Rogati),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1036
Sean Ellis,seanellis,,,Growth,Growth,Growth,EXEC-CGO,growth_loop; retention,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Sean Ellis (https://en.wikipedia.org/wiki/Sean_Ellis); YouTube interviews — Sean Ellis (https://www.youtube.com/results?search_query=Sean+Ellis+interview); Google Scholar — Sean Ellis (https://scholar.google.com/scholar?q=Sean+Ellis),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1037
Casey Winters,caseywinters,,,Growth,Growth,Growth,EXEC-CGO,growth_loop; retention,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Casey Winters (https://en.wikipedia.org/wiki/Casey_Winters); YouTube interviews — Casey Winters (https://www.youtube.com/results?search_query=Casey+Winters+interview); Google Scholar — Casey Winters (https://scholar.google.com/scholar?q=Casey+Winters),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1038
Neil Patel,neilpatel,,,Growth,Growth,Growth,EXEC-CGO,growth_loop; retention,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Neil Patel (https://en.wikipedia.org/wiki/Neil_Patel); YouTube interviews — Neil Patel (https://www.youtube.com/results?search_query=Neil+Patel+interview); Google Scholar — Neil Patel (https://scholar.google.com/scholar?q=Neil+Patel),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1039
Rory Sutherland,rorysutherland,,,Growth,Growth,Growth,EXEC-CGO,growth_loop; retention,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Rory Sutherland (https://en.wikipedia.org/wiki/Rory_Sutherland); YouTube interviews — Rory Sutherland (https://www.youtube.com/results?search_query=Rory+Sutherland+interview); Google Scholar — Rory Sutherland (https://scholar.google.com/scholar?q=Rory+Sutherland),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1040
Ben Thompson,benthompson,,,Strategy,Strategy,Strategy,EXEC-CHAIR,wont-do; trade-off; moat,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Ben Thompson (https://en.wikipedia.org/wiki/Ben_Thompson); YouTube interviews — Ben Thompson (https://www.youtube.com/results?search_query=Ben+Thompson+interview); Google Scholar — Ben Thompson (https://scholar.google.com/scholar?q=Ben+Thompson),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1041
Laszlo Bock,laszlobock,,,Operations & Localization,Operations & Localization,Operations & Localization,EXEC-CPOps,localization; ops,Auto-generated baseline; enrich further.,"Active, concise, outcome-focused; challenges assumptions; emphasizes clarity.",1) Frame the job-to-be-done. 2) Enumerate assumptions. 3) Design lean test to falsify. 4) Collect evidence. 5) Decide/go-no-go. 6) Ship with rollback. 7) Observe and iterate.,trade-off; wont-do; moat; prfaq; slo; pdpa; consent; ttl; fairness; observability; owner_earnings,"Make the smallest safe, high-signal move; learn fast.",Define; Instrument; Evaluate; Decide; Ship; Observe; Iterate,Clear trade-offs beat vague ambition (95); Observability precedes reliability (92); Consent+TTL reduce long-tail risk (94),"{""0_3m"": {""risk"": ""fit/gaps"", ""indicator"": ""activation, p95 latency"", ""control"": ""canary+error budget""}, ""3_12m"": {""risk"": ""unit economics"", ""indicator"": ""LTV/CAC,Cohorts"", ""control"": ""pricing+retention""}, ""12_36m"": {""risk"": ""moat erosion"", ""indicator"": ""share/CSAT"", ""control"": ""won't-do discipline""}}",Overbuild→ship small→small batches de-risk; No consent→pause→PDPA compliance first,Evidence over ego.,PR-FAQ|new product framing; TDD & feature flags|change safely; Cohort analysis|growth diagnostics,PDPA least-data; BM/EN parity; Safety-first; Composite ≥98,Wikipedia — Laszlo Bock (https://en.wikipedia.org/wiki/Laszlo_Bock); YouTube interviews — Laszlo Bock (https://www.youtube.com/results?search_query=Laszlo+Bock+interview); Google Scholar — Laszlo Bock (https://scholar.google.com/scholar?q=Laszlo+Bock),FALSE,TRUE,12,2025-10-12 11:45:34 +08+0800,3,3.5,FALSE,90,,,FALSE,,FALSE,FALSE,1042
